Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2008.0,2008-09-28,4.0,4.0,,CIN,CLE,L 12-20,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,False,12,20
2008.0,2008-10-05,5.0,5.0,28.283,CIN,DAL,L 22-31,True,23,39,58.97,217,2,1,80.8,2,9,5.56,5.44,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,22,31
2008.0,2008-10-12,6.0,6.0,,CIN,NYJ,L 14-26,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Palmer,False,14,26
2008.0,2008-10-19,7.0,7.0,,CIN,PIT,L 10-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,False,10,38
2008.0,2008-10-26,8.0,8.0,,CIN,HOU,L 6-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Palmer,False,6,35
2008.0,2008-11-02,9.0,9.0,,CIN,JAX,W 21-19,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,True,21,19
2008.0,2008-11-16,10.0,11.0,,CIN,PHI,T 13-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,False,13,13
2008.0,2008-11-20,11.0,12.0,,CIN,PIT,L 10-27,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Palmer,False,10,27
2008.0,2008-11-30,12.0,13.0,,CIN,BAL,L 3-34,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,False,3,34
2008.0,2008-12-07,13.0,14.0,,CIN,IND,L 3-35,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Palmer,False,3,35
2008.0,2008-12-14,14.0,15.0,,CIN,WAS,W 20-13,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,True,20,13
2008.0,2008-12-21,15.0,16.0,,CIN,CLE,W 14-0,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Palmer,True,14,0
2008.0,2008-12-28,16.0,17.0,,CIN,KAN,W 16-6,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,True,16,6
2009.0,2009-09-13,1.0,1.0,29.26,CIN,DEN,L 7-12,True,21,33,63.64,247,0,2,61.0,3,26,7.48,4.76,1,2,2.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,7,12
2009.0,2009-09-20,2.0,2.0,29.267,CIN,GNB,W 31-24,True,15,23,65.22,185,3,2,93.3,2,17,8.04,6.74,2,1,0.50,1,,1,6,0.0,0,0,0,,,1,0,0,0,-2,0,,,,,,,True,Carson Palmer,True,31,24
2009.0,2009-09-27,3.0,3.0,29.274,CIN,PIT,W 23-20,True,20,37,54.05,183,1,0,76.7,2,10,4.95,5.49,1,1,1.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,23,20
2009.0,2009-10-04,4.0,4.0,29.281,CIN,CLE,W 23-20,True,23,44,52.27,230,2,1,73.1,2,9,5.23,5.11,3,20,6.67,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,23,20
2009.0,2009-10-11,5.0,5.0,29.288,CIN,BAL,W 17-14,True,18,31,58.06,271,1,1,84.2,1,10,8.74,7.94,5,18,3.60,0,,0,0,0.0,0,0,0,,,1,0,0,0,-6,0,,,,,,,True,Carson Palmer,True,17,14
2009.0,2009-10-18,6.0,6.0,29.295,CIN,HOU,L 17-28,True,23,35,65.71,259,1,1,85.3,1,9,7.40,6.69,1,2,2.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,17,28
2009.0,2009-10-25,7.0,7.0,29.302,CIN,CHI,W 45-10,True,20,24,83.33,233,5,0,146.7,0,0,9.71,13.88,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,45,10
2009.0,2009-11-08,8.0,9.0,29.316,CIN,BAL,W 17-7,True,20,33,60.61,224,1,0,91.0,1,1,6.79,7.39,1,10,10.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,17,7
2009.0,2009-11-15,9.0,10.0,29.323,CIN,PIT,W 18-12,True,18,30,60.00,178,0,0,76.8,2,21,5.93,5.93,5,-2,-0.40,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,18,12
2009.0,2009-11-22,10.0,11.0,29.33,CIN,OAK,L 17-20,True,14,22,63.64,207,0,1,75.4,3,36,9.41,7.36,4,7,1.75,2,,2,12,0.0,0,0,0,0,0,2,1,0,1,-4,0,,,,,,,True,Carson Palmer,False,17,20
2009.0,2009-11-29,11.0,12.0,29.337,CIN,CLE,W 16-7,True,13,24,54.17,110,1,0,80.2,3,14,4.58,5.42,4,15,3.75,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,16,7
2009.0,2009-12-06,12.0,13.0,29.344,CIN,DET,W 23-13,True,17,29,58.62,220,1,2,65.3,2,18,7.59,5.17,5,7,1.40,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,Carson Palmer,True,23,13
2009.0,2009-12-13,13.0,14.0,29.351,CIN,MIN,L 10-30,True,15,25,60.00,94,1,0,81.1,1,12,3.76,4.56,4,10,2.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,10,30
2009.0,2009-12-20,14.0,15.0,29.358,CIN,SDG,L 24-27,True,27,40,67.50,314,2,1,97.3,2,21,7.85,7.73,1,0,0.00,0,1,0,2,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,True,Carson Palmer,False,24,27
2009.0,2009-12-27,15.0,16.0,30.0,CIN,KAN,W 17-10,True,17,25,68.00,139,2,1,91.9,1,9,5.56,5.36,2,2,1.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,17,10
2009.0,2010-01-03,16.0,17.0,30.007,CIN,NYJ,L 0-37,True,1,11,9.09,0,0,1,1.7,0,0,0.00,-4.09,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,0,37
2010.0,2010-09-12,1.0,1.0,30.259,CIN,NWE,L 24-38,True,34,50,68.00,345,2,1,92.5,1,4,6.90,6.80,4,9,2.25,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-2,0,,,,,,,True,Carson Palmer,False,24,38
2010.0,2010-09-19,2.0,2.0,30.266,CIN,BAL,W 15-10,True,16,35,45.71,167,0,0,60.1,1,8,4.77,4.77,3,-1,-0.33,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,,,,,,False,Carson Palmer,True,15,10
2010.0,2010-09-26,3.0,3.0,30.273,CIN,CAR,W 20-7,True,19,37,51.35,195,1,2,53.3,1,10,5.27,3.38,5,8,1.60,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,20,7
2010.0,2010-10-03,4.0,4.0,30.28,CIN,CLE,L 20-23,True,25,36,69.44,371,2,0,121.4,4,25,10.31,11.42,1,0,0.00,0,,0,0,0.0,0,0,0,,,2,0,0,0,-1,0,,,,,,,True,Carson Palmer,False,20,23
2010.0,2010-10-10,5.0,5.0,30.287,CIN,TAM,L 21-24,True,21,36,58.33,209,2,3,58.7,0,0,5.81,3.17,1,3,3.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,21,24
2010.0,2010-10-24,6.0,7.0,30.301,CIN,ATL,L 32-39,True,36,50,72.00,412,3,0,116.4,3,27,8.24,9.44,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,32,39
2010.0,2010-10-31,7.0,8.0,30.308,CIN,MIA,L 14-22,True,17,38,44.74,156,2,1,63.0,0,0,4.11,3.97,3,13,4.33,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,14,22
2010.0,2010-11-08,8.0,9.0,30.316,CIN,PIT,L 21-27,True,22,36,61.11,248,2,1,88.7,4,30,6.89,6.75,0,0,,0,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,False,Carson Palmer,False,21,27
2010.0,2010-11-14,9.0,10.0,30.322,CIN,IND,L 17-23,True,31,42,73.81,292,2,3,78.7,3,23,6.95,4.69,0,0,,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,17,23
2010.0,2010-11-21,10.0,11.0,30.329,CIN,BUF,L 31-49,True,19,34,55.88,230,2,2,71.9,0,0,6.76,5.29,2,12,6.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,31,49
2010.0,2010-11-25,11.0,12.0,30.333,CIN,NYJ,L 10-26,True,17,38,44.74,135,1,2,41.0,3,18,3.55,1.71,2,5,2.50,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,10,26
2010.0,2010-12-05,12.0,13.0,30.343,CIN,NOR,L 30-34,True,23,33,69.70,249,1,0,101.7,3,34,7.55,8.15,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,30,34
2010.0,2010-12-12,13.0,14.0,30.35,CIN,PIT,L 7-23,True,20,32,62.50,178,1,3,48.7,3,22,5.56,1.97,2,0,0.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,7,23
2010.0,2010-12-19,14.0,15.0,30.357,CIN,CLE,W 19-17,True,14,23,60.87,209,0,0,90.7,0,0,9.09,9.09,5,-1,-0.20,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,19,17
2010.0,2010-12-26,15.0,16.0,30.364,CIN,SDG,W 34-20,True,16,21,76.19,269,4,0,157.2,0,0,12.81,16.62,2,-1,-0.50,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,34,20
2010.0,2011-01-02,16.0,17.0,31.006,CIN,BAL,L 7-13,True,32,45,71.11,305,1,2,78.5,0,0,6.78,5.22,2,3,1.50,0,,0,0,0.0,0,0,0,0,0,2,1,0,1,-2,0,,,,,,,True,Carson Palmer,False,7,13
2011.0,2011-10-23,7.0,7.0,31.3,OAK,KAN,L 0-28,False,8,21,38.10,116,0,3,17.3,0,0,5.52,-0.90,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,0,28
2011.0,2011-11-06,8.0,9.0,31.314,OAK,DEN,L 24-38,True,19,35,54.29,332,3,3,79.7,2,16,9.49,7.34,5,3,0.60,0,,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,,,,,,,False,Carson Palmer,False,24,38
2011.0,2011-11-10,9.0,10.0,31.318,OAK,SDG,W 24-17,True,14,20,70.00,299,2,1,125.0,1,1,14.95,14.70,3,-8,-2.67,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,Carson Palmer,True,24,17
2011.0,2011-11-20,10.0,11.0,31.328,OAK,MIN,W 27-21,True,17,23,73.91,164,1,0,107.9,4,25,7.13,8.00,3,5,1.67,1,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,27,21
2011.0,2011-11-27,11.0,12.0,31.335,OAK,CHI,W 25-20,True,21,37,56.76,301,0,1,72.0,4,33,8.14,6.92,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,True,25,20
2011.0,2011-12-04,12.0,13.0,31.342,OAK,MIA,L 14-34,True,20,41,48.78,273,2,1,76.6,2,15,6.66,6.54,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,14,34
2011.0,2011-12-11,13.0,14.0,31.349,OAK,GNB,L 16-46,True,24,42,57.14,247,1,4,42.6,1,7,5.88,2.07,2,12,6.00,0,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Carson Palmer,False,16,46
2011.0,2011-12-18,14.0,15.0,31.356,OAK,DET,L 27-28,True,32,40,80.00,367,1,0,113.2,3,22,9.18,9.68,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,27,28
2011.0,2011-12-24,15.0,16.0,31.362,OAK,KAN,W 16-13,True,16,26,61.54,237,1,2,72.1,0,0,9.12,6.42,0,0,,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Carson Palmer,True,16,13
2011.0,2012-01-01,16.0,17.0,32.005,OAK,SDG,L 26-38,True,28,43,65.12,417,2,1,102.6,0,0,9.70,9.58,2,6,3.00,0,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Carson Palmer,False,26,38
2012.0,2012-09-10,1.0,1.0,32.258,OAK,SDG,L 14-22,True,32,46,69.57,297,1,0,94.2,3,21,6.46,6.89,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,72,100%,0,0%,0,0%,False,Carson Palmer,False,14,22
2012.0,2012-09-16,2.0,2.0,32.264,OAK,MIA,L 13-35,True,24,48,50.00,373,1,1,74.4,0,0,7.77,7.25,2,7,3.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,65,100%,0,0%,0,0%,True,Carson Palmer,False,13,35
2012.0,2012-09-23,3.0,3.0,32.271,OAK,PIT,W 34-31,True,24,34,70.59,209,3,1,103.7,1,7,6.15,6.59,2,5,2.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,100%,0,0%,0,0%,False,Carson Palmer,True,34,31
2012.0,2012-09-30,4.0,4.0,32.278,OAK,DEN,L 6-37,True,19,34,55.88,202,0,0,73.4,3,21,5.94,5.94,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,55,100%,0,0%,0,0%,True,Carson Palmer,False,6,37
2012.0,2012-10-14,5.0,6.0,32.292,OAK,ATL,L 20-23,True,23,33,69.70,353,1,1,102.2,3,28,10.70,9.94,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,73,100%,0,0%,0,0%,True,Carson Palmer,False,20,23
2012.0,2012-10-21,6.0,7.0,32.299,OAK,JAX,W 26-23,True,26,46,56.52,298,1,1,74.4,2,16,6.48,5.93,6,14,2.33,1,,1,6,0.0,0,0,0,0,0,2,1,0,1,0,0,78,100%,0,0%,0,0%,False,Carson Palmer,True,26,23
2012.0,2012-10-28,7.0,8.0,32.306,OAK,KAN,W 26-16,True,14,28,50.00,209,2,1,83.8,0,0,7.46,7.29,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,True,Carson Palmer,True,26,16
2012.0,2012-11-04,8.0,9.0,32.313,OAK,TAM,L 32-42,True,39,61,63.93,414,4,3,85.0,2,16,6.79,5.89,1,3,3.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,81,100%,0,0%,0,0%,False,Carson Palmer,False,32,42
2012.0,2012-11-11,9.0,10.0,32.32,OAK,BAL,L 20-55,True,29,45,64.44,368,2,1,95.4,3,18,8.18,8.07,1,0,0.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,-3,0,69,92%,0,0%,0,0%,True,Carson Palmer,False,20,55
2012.0,2012-11-18,10.0,11.0,32.327,OAK,NOR,L 17-38,True,22,40,55.00,312,2,2,76.2,3,28,7.80,6.55,1,2,2.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,False,Carson Palmer,False,17,38
2012.0,2012-11-25,11.0,12.0,32.334,OAK,CIN,L 10-34,True,19,34,55.88,146,1,1,64.1,4,27,4.29,3.56,0,0,,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,61,100%,0,0%,0,0%,True,Carson Palmer,False,10,34
2012.0,2012-12-02,12.0,13.0,32.341,OAK,CLE,L 17-20,True,34,54,62.96,351,2,1,86.3,1,7,6.50,6.41,1,3,3.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,False,Carson Palmer,False,17,20
2012.0,2012-12-06,13.0,14.0,32.345,OAK,DEN,L 13-26,True,19,30,63.33,273,2,1,101.1,1,10,9.10,8.93,1,-1,-1.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,51,100%,0,0%,0,0%,False,Carson Palmer,False,13,26
2012.0,2012-12-16,14.0,15.0,32.355,OAK,KAN,W 15-0,True,18,29,62.07,182,0,0,80.0,0,0,6.28,6.28,2,4,2.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,74,96%,0,0%,0,0%,False,Carson Palmer,True,15,0
2012.0,2012-12-23,15.0,16.0,32.362,OAK,CAR,L 6-17,True,3,3,100.00,31,0,0,109.7,0,0,10.33,10.33,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,13%,0,0%,0,0%,True,Carson Palmer,False,6,17
2012.0,2012-12-30,16.0,17.0,,OAK,SDG,L 21-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Palmer,False,21,24
2013.0,2013-09-08,1.0,1.0,33.255,ARI,STL,L 24-27,True,26,40,65.00,327,2,1,96.6,4,23,8.18,8.05,0,0,,0,,0,0,0.0,0,0,0,,,2,1,0,0,0,0,71,100%,0,0%,0,0%,True,Carson Palmer,False,24,27
2013.0,2013-09-15,2.0,2.0,33.262,ARI,DET,W 25-21,True,22,39,56.41,248,1,1,73.5,1,4,6.36,5.72,2,-2,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,0,0%,False,Carson Palmer,True,25,21
2013.0,2013-09-22,3.0,3.0,33.269,ARI,NOR,L 7-31,True,18,35,51.43,187,0,2,43.4,4,26,5.34,2.77,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,0,0%,True,Carson Palmer,False,7,31
2013.0,2013-09-29,4.0,4.0,33.276,ARI,TAM,W 13-10,True,21,38,55.26,248,1,2,62.2,1,8,6.53,4.68,4,6,1.50,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,True,Carson Palmer,True,13,10
2013.0,2013-10-06,5.0,5.0,33.283,ARI,CAR,W 22-6,True,19,28,67.86,175,1,3,57.0,2,15,6.25,2.14,3,-3,-1.00,0,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,False,Carson Palmer,True,22,6
2013.0,2013-10-13,6.0,6.0,33.29,ARI,SFO,L 20-32,True,25,41,60.98,298,2,2,79.1,1,4,7.27,6.05,0,0,,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,True,Carson Palmer,False,20,32
2013.0,2013-10-17,7.0,7.0,33.294,ARI,SEA,L 22-34,True,30,45,66.67,258,1,2,70.4,7,54,5.73,4.18,2,5,2.50,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,75,100%,0,0%,0,0%,False,Carson Palmer,False,22,34
2013.0,2013-10-27,8.0,8.0,33.304,ARI,ATL,W 27-13,True,13,18,72.22,172,2,1,116.0,3,25,9.56,9.28,1,9,9.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,100%,0,0%,0,0%,False,Carson Palmer,True,27,13
2013.0,2013-11-10,9.0,10.0,33.318,ARI,HOU,W 27-24,True,20,32,62.50,241,2,1,93.4,1,6,7.53,7.38,2,-2,-1.00,0,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,63,95%,0,0%,0,0%,False,Carson Palmer,True,27,24
2013.0,2013-11-17,10.0,11.0,33.325,ARI,JAX,W 27-14,True,30,42,71.43,419,2,0,119.0,3,17,9.98,10.93,3,-3,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,100%,0,0%,0,0%,True,Carson Palmer,True,27,14
2013.0,2013-11-24,11.0,12.0,33.332,ARI,IND,W 40-11,True,26,37,70.27,314,2,0,114.0,3,24,8.49,9.57,0,0,,0,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,75,100%,0,0%,0,0%,False,Carson Palmer,True,40,11
2013.0,2013-12-01,12.0,13.0,33.339,ARI,PHI,L 21-24,True,24,41,58.54,302,3,2,85.6,5,42,7.37,6.63,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,71,100%,0,0%,0,0%,True,Carson Palmer,False,21,24
2013.0,2013-12-08,13.0,14.0,33.346,ARI,STL,W 30-10,True,27,32,84.38,269,1,0,112.1,1,7,8.41,9.03,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,False,Carson Palmer,True,30,10
2013.0,2013-12-15,14.0,15.0,33.353,ARI,TEN,W 37-34,True,20,30,66.67,231,1,0,100.8,2,16,7.70,8.37,2,-1,-0.50,0,,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,68,100%,0,0%,0,0%,True,Carson Palmer,True,37,34
2013.0,2013-12-22,15.0,16.0,33.36,ARI,SEA,W 17-10,True,13,25,52.00,178,1,4,48.8,2,10,7.12,0.72,5,-3,-0.60,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,75,100%,0,0%,0,0%,True,Carson Palmer,True,17,10
2013.0,2013-12-29,16.0,17.0,34.002,ARI,SFO,L 20-23,True,28,49,57.14,407,2,1,89.4,1,8,8.31,8.20,1,-1,-1.00,0,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,False,Carson Palmer,False,20,23
2014.0,2014-09-08,1.0,1.0,34.255,ARI,SDG,W 18-17,True,24,37,64.86,304,2,0,108.4,2,10,8.22,9.30,4,29,7.25,0,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,70,100%,0,0%,0,0%,False,Carson Palmer,True,18,17
2014.0,2014-09-14,2.0,2.0,,ARI,NYG,W 25-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Carson Palmer,True,25,14
2014.0,2014-09-21,3.0,3.0,,ARI,SFO,W 23-14,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,Carson Palmer,True,23,14
