Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Scoring_TD,Scoring_Pts,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player
2018,2018-09-30,4,4,,HOU,@,IND,W 37-34,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,True,D'Onta Foreman
2018,2018-10-07,5,5,,HOU,,DAL,W 19-16,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,False,D'Onta Foreman
2018,2018-10-14,6,6,,HOU,,BUF,W 20-13,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,False,D'Onta Foreman
2018,2018-10-21,7,7,,HOU,@,JAX,W 20-7,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,True,D'Onta Foreman
2018,2018-10-25,8,8,,HOU,,MIA,W 42-23,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,False,D'Onta Foreman
2018,2018-11-04,9,9,,HOU,@,DEN,W 19-17,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,True,D'Onta Foreman
2018,2018-11-18,10,11,,HOU,@,WAS,W 23-21,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,True,D'Onta Foreman
2018,2018-11-26,11,12,,HOU,,TEN,W 34-17,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,False,D'Onta Foreman
2018,2018-12-02,12,13,,HOU,,CLE,W 29-13,True,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,Physically Unable to Perform,False,D'Onta Foreman
2018,2018-12-09,13,14,,HOU,,IND,L 21-24,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,D'Onta Foreman
2018,2018-12-15,14,15,,HOU,@,NYJ,W 29-22,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,D'Onta Foreman
2018,2018-12-23,15,16,22.243,HOU,@,PHI,L 30-32,False,7,-1,-0.14,0,2,2,28,14.00,1,100.0%,14.00,0,0,,0,1,6,1,0,0,0,0,0,31,48%,0,0%,0,0%,True,D'Onta Foreman
2018,2018-12-30,16,17,,HOU,,JAX,W 20-3,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,D'Onta Foreman
2020,2020-11-01,7,8,24.191,TEN,@,CIN,L 20-31,False,5,37,7.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,6,10%,0,0%,2,9%,True,D'Onta Foreman
2020,2020-11-08,8,9,24.198,TEN,,CHI,W 24-17,False,5,11,2.20,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,8,15%,0,0%,3,9%,False,D'Onta Foreman
2020,2020-11-12,9,10,24.202,TEN,,IND,L 17-34,False,7,18,2.57,0,1,1,5,5.00,1,100.0%,5.00,0,0,,0,1,6,0,0,0,0,0,0,9,14%,0,0%,0,0%,False,D'Onta Foreman
2020,2020-11-22,10,11,24.212,TEN,@,BAL,W 30-24,False,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,1,1%,0,0%,1,4%,True,D'Onta Foreman
2020,2020-11-29,11,12,24.219,TEN,@,IND,W 45-26,False,4,28,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,5,7%,0,0%,4,13%,True,D'Onta Foreman
2020,2020-12-06,12,13,24.226,TEN,,CLE,L 35-41,False,,,,,,,,,,0.0%,,,,,,0,0,0,,,0,0,0,0,0%,0,0%,3,10%,False,D'Onta Foreman
2020,2020-12-13,13,14,,TEN,@,JAX,W 31-10,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,D'Onta Foreman
2020,2020-12-20,14,15,,TEN,,DET,W 46-25,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,False,D'Onta Foreman
2020,2020-12-27,15,16,,TEN,@,GNB,L 14-40,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,D'Onta Foreman
2020,2021-01-03,16,17,,TEN,@,HOU,W 41-38,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,D'Onta Foreman
2021,2021-11-07,9,9,25.197,TEN,@,LAR,W 28-16,False,5,29,5.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0,0,0,0,0,0,12,21%,0,0%,0,0%,True,D'Onta Foreman
2021,2021-11-14,10,10,25.204,TEN,,NOR,W 23-21,True,11,30,2.73,0,2,2,48,24.00,0,100.0%,24.00,0,0,,0,0,0,0,0,0,0,0,0,21,35%,0,0%,0,0%,False,D'Onta Foreman
2021,2021-11-21,11,11,25.211,TEN,,HOU,L 13-22,False,7,25,3.57,0,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,0,0,0,0,0,0,15,19%,0,0%,0,0%,False,D'Onta Foreman
2021,2021-11-28,12,12,25.218,TEN,@,NWE,L 13-36,False,19,109,5.74,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,1,1,0,0,0,0,31,49%,0,0%,0,0%,True,D'Onta Foreman
2021,2021-12-12,13,14,25.232,TEN,,JAX,W 20-0,True,13,47,3.62,1,2,2,15,7.50,0,100.0%,7.50,0,0,,0,1,6,0,0,0,0,0,0,23,32%,0,0%,0,0%,False,D'Onta Foreman
2021,2021-12-19,14,15,25.239,TEN,@,PIT,L 13-19,False,22,108,4.91,0,3,2,27,13.50,0,66.7%,9.00,0,0,,0,0,0,0,0,0,0,0,0,31,39%,0,0%,0,0%,True,D'Onta Foreman
2021,2021-12-23,15,16,25.243,TEN,,SFO,W 20-17,False,9,17,1.89,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0,0,0,0,0,0,21,34%,0,0%,0,0%,False,D'Onta Foreman
2021,2022-01-02,16,17,25.253,TEN,,MIA,W 34-3,False,26,132,5.08,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0,0,0,0,0,0,41,65%,0,0%,0,0%,False,D'Onta Foreman
2021,2022-01-09,17,18,25.260,TEN,@,HOU,W 28-25,True,21,69,3.29,0,2,1,15,15.00,0,50.0%,7.50,0,0,,0,0,0,1,0,0,1,3,0,35,51%,0,0%,0,0%,True,D'Onta Foreman
,26 Games,,,,,,,13-13-0,False,240,987,4.11,5,22,18,239,13.28,2,81.8%,10.86,1,12,12.00,0,7,42,5,2,0,1,3,0,,,,,,,False,D'Onta Foreman
