Year,Date,G#,Week,Age,Tm,Opp,Result,GS,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Ctch%,Receiving_Y/Tgt,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Player,Win,Score,Opp Score
2008.0,2008-12-01,12.0,13.0,,HOU,JAX,W 30-17,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Matt Schaub,True,30,17
2008.0,2008-12-07,13.0,14.0,27.165,HOU,GNB,W 24-21,True,28,42,66.67,414,2,1,104.7,1,6,9.86,9.74,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,,,,,,,True,Matt Schaub,True,24,21
2008.0,2008-12-14,14.0,15.0,27.172,HOU,TEN,W 13-12,True,23,39,58.97,284,1,0,90.1,3,16,7.28,7.79,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,Matt Schaub,True,13,12
2008.0,2008-12-21,15.0,16.0,27.179,HOU,OAK,L 16-27,True,19,36,52.78,255,0,1,64.0,3,21,7.08,5.83,2,10,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,16,27
2008.0,2008-12-28,16.0,17.0,27.186,HOU,CHI,W 31-24,True,27,36,75.00,328,2,0,121.1,0,0,9.11,10.22,4,-3,-0.75,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,31,24
2009.0,2009-09-13,1.0,1.0,28.08,HOU,NYJ,L 7-24,True,18,33,54.55,166,0,1,55.9,2,21,5.03,3.67,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,7,24
2009.0,2009-09-20,2.0,2.0,28.087,HOU,TEN,W 34-31,True,25,39,64.10,357,4,0,127.8,0,0,9.15,11.21,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,34,31
2009.0,2009-09-27,3.0,3.0,28.094,HOU,JAX,L 24-31,True,26,35,74.29,300,3,1,116.4,2,14,8.57,9.00,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,24,31
2009.0,2009-10-04,4.0,4.0,28.101,HOU,OAK,W 29-6,True,11,22,50.00,224,1,1,82.4,4,15,10.18,9.05,5,-1,-0.20,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,29,6
2009.0,2009-10-11,5.0,5.0,28.108,HOU,ARI,L 21-28,True,35,50,70.00,371,2,1,96.3,0,0,7.42,7.32,3,5,1.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-2,0,,,,,,,True,Matt Schaub,False,21,28
2009.0,2009-10-18,6.0,6.0,28.115,HOU,CIN,W 28-17,True,28,40,70.00,392,4,1,124.2,2,7,9.80,10.68,3,-1,-0.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,28,17
2009.0,2009-10-25,7.0,7.0,28.122,HOU,SFO,W 24-21,True,20,30,66.67,264,2,0,116.5,2,18,8.80,10.13,5,9,1.80,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,24,21
2009.0,2009-11-01,8.0,8.0,28.129,HOU,BUF,W 31-10,True,25,34,73.53,268,0,2,71.7,1,11,7.88,5.24,8,3,0.38,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,31,10
2009.0,2009-11-08,9.0,9.0,28.136,HOU,IND,L 17-20,True,32,43,74.42,311,1,2,82.6,2,10,7.23,5.60,3,21,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,17,20
2009.0,2009-11-23,10.0,11.0,28.151,HOU,TEN,L 17-20,True,25,39,64.10,305,2,0,105.2,4,22,7.82,8.85,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,17,20
2009.0,2009-11-29,11.0,12.0,28.157,HOU,IND,L 27-35,True,31,42,73.81,284,2,2,87.8,2,10,6.76,5.57,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,False,Matt Schaub,False,27,35
2009.0,2009-12-06,12.0,13.0,28.164,HOU,JAX,L 18-23,True,19,27,70.37,207,1,1,89.6,2,7,7.67,6.74,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,18,23
2009.0,2009-12-13,13.0,14.0,28.171,HOU,SEA,W 34-7,True,29,39,74.36,365,2,1,109.5,0,0,9.36,9.23,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,34,7
2009.0,2009-12-20,14.0,15.0,28.178,HOU,STL,W 16-13,True,28,40,70.00,367,1,0,107.0,0,0,9.18,9.68,5,-3,-0.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,Matt Schaub,True,16,13
2009.0,2009-12-27,15.0,16.0,28.185,HOU,MIA,W 27-20,True,20,31,64.52,286,2,1,102.4,1,6,9.23,9.06,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,27,20
2009.0,2010-01-03,16.0,17.0,28.192,HOU,NWE,W 34-27,True,24,39,61.54,303,2,1,92.1,1,8,7.77,7.64,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,34,27
2010.0,2010-09-12,1.0,1.0,29.079,HOU,IND,W 34-24,True,9,17,52.94,107,1,1,67.5,2,9,6.29,4.82,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,34,24
2010.0,2010-09-19,2.0,2.0,29.086,HOU,WAS,W 30-27,True,38,52,73.08,497,3,1,114.0,5,29,9.56,9.85,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,30,27
2010.0,2010-09-26,3.0,3.0,29.093,HOU,DAL,L 13-27,True,23,32,71.88,241,1,2,77.7,4,25,7.53,5.34,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,13,27
2010.0,2010-10-03,4.0,4.0,29.1,HOU,OAK,W 31-24,True,16,29,55.17,192,2,0,98.6,0,0,6.62,8.00,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,31,24
2010.0,2010-10-10,5.0,5.0,29.107,HOU,NYG,L 10-34,True,16,34,47.06,196,0,1,53.1,3,25,5.76,4.44,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,,,,,,,False,Matt Schaub,False,10,34
2010.0,2010-10-17,6.0,6.0,29.114,HOU,KAN,W 35-31,True,25,33,75.76,305,2,0,123.9,2,16,9.24,10.45,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,35,31
2010.0,2010-11-01,7.0,8.0,29.129,HOU,IND,L 17-30,True,22,38,57.89,201,1,1,70.2,3,18,5.29,4.63,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,True,Matt Schaub,False,17,30
2010.0,2010-11-07,8.0,9.0,29.135,HOU,SDG,L 23-29,True,21,32,65.63,267,0,1,78.5,2,15,8.34,6.94,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,Matt Schaub,False,23,29
2010.0,2010-11-14,9.0,10.0,29.142,HOU,JAX,L 24-31,True,22,32,68.75,314,2,0,121.1,0,0,9.81,11.06,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-12,0,,,,,,,True,Matt Schaub,False,24,31
2010.0,2010-11-21,10.0,11.0,29.149,HOU,NYJ,L 27-30,True,19,33,57.58,254,1,0,92.2,1,8,7.70,8.30,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,27,30
2010.0,2010-11-28,11.0,12.0,29.156,HOU,TEN,W 20-0,True,25,35,71.43,178,2,0,101.8,2,20,5.09,6.23,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,False,Matt Schaub,True,20,0
2010.0,2010-12-02,12.0,13.0,29.16,HOU,PHI,L 24-34,True,22,36,61.11,337,2,1,99.0,2,14,9.36,9.22,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,True,Matt Schaub,False,24,34
2010.0,2010-12-13,13.0,14.0,29.171,HOU,BAL,L 28-34,True,31,62,50.00,393,3,2,72.8,2,15,6.34,5.85,1,8,8.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,False,28,34
2010.0,2010-12-19,14.0,15.0,29.177,HOU,TEN,L 17-31,True,35,54,64.81,325,2,1,85.8,4,32,6.02,5.93,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,True,Matt Schaub,False,17,31
2010.0,2010-12-26,15.0,16.0,29.184,HOU,DEN,L 23-24,True,23,33,69.70,310,1,1,96.8,0,0,9.39,8.64,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,-3,0,,,,,,,True,Matt Schaub,False,23,24
2010.0,2011-01-02,16.0,17.0,29.191,HOU,JAX,W 34-17,True,18,22,81.82,253,1,0,129.7,0,0,11.50,12.41,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,34,17
2011.0,2011-09-11,1.0,1.0,30.078,HOU,IND,W 34-7,True,17,24,70.83,220,1,2,78.5,1,3,9.17,6.25,4,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,34,7
2011.0,2011-09-18,2.0,2.0,30.085,HOU,MIA,W 23-13,True,21,29,72.41,230,2,0,118.5,3,23,7.93,9.31,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,23,13
2011.0,2011-09-25,3.0,3.0,30.092,HOU,NOR,L 33-40,True,22,39,56.41,373,3,1,103.9,2,9,9.56,9.95,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,False,33,40
2011.0,2011-10-02,4.0,4.0,30.099,HOU,PIT,W 17-10,True,14,21,66.67,138,1,0,100.9,0,0,6.57,7.52,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,17,10
2011.0,2011-10-09,5.0,5.0,30.106,HOU,OAK,L 20-25,True,24,51,47.06,416,2,2,72.0,3,13,8.16,7.18,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,1,-13,0,,,,,,,False,Matt Schaub,False,20,25
2011.0,2011-10-16,6.0,6.0,30.113,HOU,BAL,L 14-29,True,21,37,56.76,220,1,0,83.2,4,20,5.95,6.49,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,,,,,,,True,Matt Schaub,False,14,29
2011.0,2011-10-23,7.0,7.0,30.12,HOU,TEN,W 41-7,True,18,23,78.26,296,2,0,147.7,0,0,12.87,14.61,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,41,7
2011.0,2011-10-30,8.0,8.0,30.127,HOU,JAX,W 24-14,True,16,30,53.33,225,1,0,88.9,2,23,7.50,8.17,1,2,2.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,1,1,0,0,0,0,,,,,,,False,Matt Schaub,True,24,14
2011.0,2011-11-06,9.0,9.0,30.134,HOU,CLE,W 30-12,True,14,23,60.87,119,0,1,56.3,0,0,5.17,3.22,3,0,0.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,False,Matt Schaub,True,30,12
2011.0,2011-11-13,10.0,10.0,30.141,HOU,TAM,W 37-9,True,11,15,73.33,242,2,0,154.9,1,7,16.13,18.80,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,,0,0,0,0,,,,,,,True,Matt Schaub,True,37,9
2011.0,2011-11-27,11.0,12.0,,HOU,JAX,W 20-13,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Matt Schaub,True,20,13
2011.0,2011-12-04,12.0,13.0,,HOU,ATL,W 17-10,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Matt Schaub,True,17,10
2011.0,2011-12-11,13.0,14.0,,HOU,CIN,W 20-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Matt Schaub,True,20,19
2011.0,2011-12-18,14.0,15.0,,HOU,CAR,L 13-28,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Matt Schaub,False,13,28
2011.0,2011-12-22,15.0,16.0,,HOU,IND,L 16-19,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,Matt Schaub,False,16,19
2011.0,2012-01-01,16.0,17.0,,HOU,TEN,L 22-23,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,Matt Schaub,False,22,23
2012.0,2012-09-09,1.0,1.0,31.076,HOU,MIA,W 30-10,True,20,31,64.52,266,1,0,102.4,2,12,8.58,9.23,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,100%,0,0%,0,0%,False,Matt Schaub,True,30,10
2012.0,2012-09-16,2.0,2.0,31.083,HOU,JAX,W 27-7,True,26,35,74.29,195,0,0,87.2,0,0,5.57,5.57,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,85,100%,0,0%,0,0%,True,Matt Schaub,True,27,7
2012.0,2012-09-23,3.0,3.0,31.09,HOU,DEN,W 31-25,True,17,30,56.67,290,4,1,115.3,1,6,9.67,10.83,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,67,99%,0,0%,0,0%,True,Matt Schaub,True,31,25
2012.0,2012-09-30,4.0,4.0,31.097,HOU,TEN,W 38-14,True,20,28,71.43,202,2,0,115.5,0,0,7.21,8.64,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,100%,0,0%,0,0%,False,Matt Schaub,True,38,14
2012.0,2012-10-08,5.0,5.0,31.105,HOU,NYJ,W 23-17,True,14,28,50.00,209,1,1,71.9,0,0,7.46,6.57,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,100%,0,0%,0,0%,True,Matt Schaub,True,23,17
2012.0,2012-10-14,6.0,6.0,31.111,HOU,GNB,L 24-42,True,20,33,60.61,232,0,2,56.6,3,24,7.03,4.30,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,-2,0,62,87%,0,0%,0,0%,False,Matt Schaub,False,24,42
2012.0,2012-10-21,7.0,7.0,31.118,HOU,BAL,W 43-13,True,23,37,62.16,256,2,0,100.7,2,17,6.92,8.00,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,80,100%,0,0%,0,0%,False,Matt Schaub,True,43,13
2012.0,2012-11-04,8.0,9.0,31.132,HOU,BUF,W 21-9,True,19,27,70.37,268,2,0,126.8,2,12,9.93,11.41,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,100%,0,0%,0,0%,False,Matt Schaub,True,21,9
2012.0,2012-11-11,9.0,10.0,31.139,HOU,CHI,W 13-6,True,14,26,53.85,95,1,2,42.9,1,7,3.65,0.96,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,True,Matt Schaub,True,13,6
2012.0,2012-11-18,10.0,11.0,31.146,HOU,JAX,W 43-37,True,43,55,78.18,527,5,2,121.7,2,23,9.58,9.76,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,94,100%,0,0%,0,0%,False,Matt Schaub,True,43,37
2012.0,2012-11-22,11.0,12.0,31.15,HOU,DET,W 34-31,True,29,48,60.42,315,1,1,78.0,2,19,6.56,6.04,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,79,100%,0,0%,0,0%,True,Matt Schaub,True,34,31
2012.0,2012-12-02,12.0,13.0,31.16,HOU,TEN,W 24-10,True,21,35,60.00,207,2,0,95.8,0,0,5.91,7.06,4,5,1.25,0,1,1,-6,-6.00,0,100.0%,-6.00,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,True,Matt Schaub,True,24,10
2012.0,2012-12-10,13.0,14.0,31.168,HOU,NWE,L 14-42,True,19,32,59.38,232,0,1,68.7,2,24,7.25,5.84,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,59,86%,0,0%,0,0%,True,Matt Schaub,False,14,42
2012.0,2012-12-16,14.0,15.0,31.174,HOU,IND,W 29-17,True,23,31,74.19,261,1,0,109.7,3,22,8.42,9.06,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,69,100%,0,0%,0,0%,False,Matt Schaub,True,29,17
2012.0,2012-12-23,15.0,16.0,31.181,HOU,MIN,L 6-23,True,18,32,56.25,178,0,0,72.1,3,25,5.56,5.56,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,53,95%,0,0%,0,0%,False,Matt Schaub,False,6,23
2012.0,2012-12-30,16.0,17.0,31.188,HOU,IND,L 16-28,True,24,36,66.67,275,0,2,66.3,4,25,7.64,5.14,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,True,Matt Schaub,False,16,28
2013.0,2013-09-09,1.0,1.0,32.076,HOU,SDG,W 31-28,True,34,45,75.56,346,3,1,110.0,2,17,7.69,8.02,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,76,100%,0,0%,0,0%,True,Matt Schaub,True,31,28
2013.0,2013-09-15,2.0,2.0,32.082,HOU,TEN,W 30-24,True,26,48,54.17,298,3,2,76.6,2,18,6.21,5.58,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,82,100%,0,0%,0,0%,False,Matt Schaub,True,30,24
2013.0,2013-09-22,3.0,3.0,32.089,HOU,BAL,L 9-30,True,25,35,71.43,194,0,1,72.8,3,24,5.54,4.26,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,97%,0,0%,0,0%,True,Matt Schaub,False,9,30
2013.0,2013-09-29,4.0,4.0,32.096,HOU,SEA,L 20-23,True,31,49,63.27,355,2,2,81.6,4,30,7.24,6.22,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,91,100%,0,0%,0,0%,False,Matt Schaub,False,20,23
2013.0,2013-10-06,5.0,5.0,32.103,HOU,SFO,L 3-34,True,19,35,54.29,173,0,3,32.2,1,6,4.94,1.09,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,81%,0,0%,0,0%,True,Matt Schaub,False,3,34
2013.0,2013-10-13,6.0,6.0,32.11,HOU,STL,L 13-38,True,15,21,71.43,186,0,0,98.5,3,10,8.86,8.86,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,42,55%,0,0%,0,0%,False,Matt Schaub,False,13,38
2013.0,2013-10-20,7.0,7.0,,HOU,KAN,L 16-17,True,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,True,Matt Schaub,False,16,17
2013.0,2013-11-03,8.0,9.0,,HOU,IND,L 24-27,True,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,False,Matt Schaub,False,24,27
