Year,Date,G#,Week,Age,Tm,Opp,GS,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Passing_Cmp,Passing_Att,Passing_Cmp%,Passing_Yds,Passing_TD,Passing_Int,Passing_Rate,Passing_Sk,Passing_Yds.1,Passing_Y/A,Passing_AY/A,Scoring_2PM,Scoring_TD,Scoring_Pts,Sk,Tackles_Solo,Tackles_Ast,Tackles_Comb,Tackles_TFL,Tackles_QBHits,Fumbles_Fmb,Fumbles_FL,Fumbles_FF,Fumbles_FR,Fumbles_Yds,Fumbles_TD,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Blck,Off. Snaps_Num,Off. Snaps_Pct,Def. Snaps_Num,Def. Snaps_Pct,ST Snaps_Num,ST Snaps_Pct,Away_status,Win,Score,Opp Score,Player
2007,2007-11-25,11,12,24.106,JAX,BUF,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,1,51,51.00,0,,,,,,,False,True,36,14,Adam Podlesh
2007,2007-12-02,12,13,24.113,JAX,IND,False,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,False,25,28,Adam Podlesh
2007,2007-12-09,13,14,24.120,JAX,CAR,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,,0,0,0,0,1,26,26.00,0,,,,,,,False,True,37,6,Adam Podlesh
2007,2007-12-16,14,15,24.127,JAX,PIT,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,5,145,29.00,0,,,,,,,True,True,29,22,Adam Podlesh
2007,2007-12-23,15,16,24.134,JAX,OAK,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,4,201,50.25,0,,,,,,,False,True,49,11,Adam Podlesh
2007,2007-12-30,16,17,24.141,JAX,HOU,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,,,,,,0,0,0,0,0,0,4,199,49.75,0,,,,,,,True,False,28,42,Adam Podlesh
2008,2008-09-07,1,1,25.027,JAX,TEN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,222,37.00,0,,,,,,,True,False,10,17,Adam Podlesh
2008,2008-09-14,2,2,25.034,JAX,BUF,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,2,0,2,0,0,0,,0,0,0,0,4,202,50.50,0,,,,,,,False,False,16,20,Adam Podlesh
2008,2008-09-21,3,3,25.041,JAX,IND,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,1,60,60.00,0,,,,,,,True,True,23,21,Adam Podlesh
2008,2008-09-28,4,4,25.048,JAX,HOU,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,2,93,46.50,0,,,,,,,False,True,30,27,Adam Podlesh
2008,2008-10-05,5,5,25.055,JAX,PIT,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,233,46.60,0,,,,,,,False,False,21,26,Adam Podlesh
2008,2008-10-12,6,6,25.062,JAX,DEN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,4,160,40.00,0,,,,,,,True,True,24,17,Adam Podlesh
2008,2008-10-26,7,8,25.076,JAX,CLE,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,3,140,46.67,0,,,,,,,False,False,17,23,Adam Podlesh
2008,2008-11-02,8,9,25.083,JAX,CIN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,6,270,45.00,0,,,,,,,True,False,19,21,Adam Podlesh
2008,2008-11-09,9,10,25.090,JAX,DET,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,77,38.50,0,,,,,,,True,True,38,14,Adam Podlesh
2008,2008-11-16,10,11,25.097,JAX,TEN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,10,409,40.90,0,,,,,,,False,False,14,24,Adam Podlesh
2008,2008-11-23,11,12,25.104,JAX,MIN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,0,0,0,,0,0,0,0,3,123,41.00,0,,,,,,,False,False,12,30,Adam Podlesh
2008,2008-12-01,12,13,,JAX,HOU,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,17,30,Adam Podlesh
2008,2008-12-07,13,14,,JAX,CHI,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,10,23,Adam Podlesh
2008,2008-12-14,14,15,,JAX,GNB,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,True,20,16,Adam Podlesh
2008,2008-12-18,15,16,,JAX,IND,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,False,False,24,31,Adam Podlesh
2008,2008-12-28,16,17,,JAX,BAL,True,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,True,False,7,27,Adam Podlesh
2009,2009-09-13,1,1,26.033,JAX,IND,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,189,37.80,0,,,,,,,True,False,12,14,Adam Podlesh
2009,2009-09-20,2,2,26.040,JAX,ARI,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,181,45.25,0,,,,,,,False,False,17,31,Adam Podlesh
2009,2009-09-27,3,3,26.047,JAX,HOU,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,106,35.33,0,,,,,,,True,True,31,24,Adam Podlesh
2009,2009-10-04,4,4,26.054,JAX,TEN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,111,37.00,0,,,,,,,False,True,37,17,Adam Podlesh
2009,2009-10-11,5,5,26.061,JAX,SEA,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,8,371,46.38,0,,,,,,,True,False,0,41,Adam Podlesh
2009,2009-10-18,6,6,26.068,JAX,STL,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,145,36.25,0,,,,,,,False,True,23,20,Adam Podlesh
2009,2009-11-01,7,8,26.082,JAX,TEN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,309,44.14,0,,,,,,,True,False,13,30,Adam Podlesh
2009,2009-11-08,8,9,26.089,JAX,KAN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,177,44.25,0,,,,,,,False,True,24,21,Adam Podlesh
2009,2009-11-15,9,10,26.096,JAX,NYJ,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,147,36.75,0,,,,,,,True,True,24,22,Adam Podlesh
2009,2009-11-22,10,11,26.103,JAX,BUF,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,224,44.80,0,,,,,,,False,True,18,15,Adam Podlesh
2009,2009-11-29,11,12,26.110,JAX,SFO,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,173,43.25,0,,,,,,,True,False,3,20,Adam Podlesh
2009,2009-12-06,12,13,26.117,JAX,HOU,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,148,49.33,0,,,,,,,False,True,23,18,Adam Podlesh
2009,2009-12-13,13,14,26.124,JAX,MIA,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,302,43.14,0,,,,,,,False,False,10,14,Adam Podlesh
2009,2009-12-17,14,15,26.128,JAX,IND,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,134,44.67,0,,,,,,,False,False,31,35,Adam Podlesh
2009,2009-12-27,15,16,26.138,JAX,NWE,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,155,38.75,0,,,,,,,True,False,7,35,Adam Podlesh
2009,2010-01-03,16,17,26.145,JAX,CLE,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,145,36.25,0,,,,,,,True,False,17,23,Adam Podlesh
2010,2010-09-12,1,1,27.032,JAX,DEN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,165,41.25,0,,,,,,,False,True,24,17,Adam Podlesh
2010,2010-09-19,2,2,27.039,JAX,SDG,False,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,False,13,38,Adam Podlesh
2010,2010-09-26,3,3,27.046,JAX,PHI,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,8,384,48.00,0,,,,,,,False,False,3,28,Adam Podlesh
2010,2010-10-03,4,4,27.053,JAX,IND,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,170,42.50,0,,,,,,,False,True,31,28,Adam Podlesh
2010,2010-10-10,5,5,27.060,JAX,BUF,False,,,,,,,,,,,,,,,,,0,0,0.0,,,,,,0,,,0,0,0,0,0,,,,,,,,,True,True,36,26,Adam Podlesh
2010,2010-10-18,6,6,27.068,JAX,TEN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,112,37.33,0,,,,,,,False,False,3,30,Adam Podlesh
2010,2010-10-24,7,7,27.074,JAX,KAN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,115,38.33,0,,,,,,,True,False,20,42,Adam Podlesh
2010,2010-10-31,8,8,27.081,JAX,DAL,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,242,48.40,0,,,,,,,True,True,35,17,Adam Podlesh
2010,2010-11-14,9,10,27.095,JAX,HOU,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,131,43.67,0,,,,,,,False,True,31,24,Adam Podlesh
2010,2010-11-21,10,11,27.102,JAX,CLE,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,67,33.50,0,,,,,,,False,True,24,20,Adam Podlesh
2010,2010-11-28,11,12,27.109,JAX,NYG,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,130,43.33,0,,,,,,,True,False,20,24,Adam Podlesh
2010,2010-12-05,12,13,27.116,JAX,TEN,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,86,43.00,0,,,,,,,True,True,17,6,Adam Podlesh
2010,2010-12-12,13,14,27.123,JAX,OAK,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,207,41.40,0,,,,,,,False,True,38,31,Adam Podlesh
2010,2010-12-19,14,15,27.130,JAX,IND,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,192,48.00,0,,,,,,,True,False,24,34,Adam Podlesh
2010,2010-12-26,15,16,27.137,JAX,WAS,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,318,45.43,0,,,,,,,False,False,17,20,Adam Podlesh
2010,2011-01-02,16,17,27.144,JAX,HOU,False,0,0,,0,0,0,,0,0,0,,,,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,177,44.25,0,,,,,,,True,False,17,34,Adam Podlesh
2011,2011-09-11,1,1,28.031,CHI,ATL,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,288,48.00,0,,,,,,,False,True,30,12,Adam Podlesh
2011,2011-09-18,2,2,28.038,CHI,NOR,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,8,350,43.75,0,,,,,,,True,False,13,30,Adam Podlesh
2011,2011-09-25,3,3,28.045,CHI,GNB,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,298,42.57,0,,,,,,,False,False,17,27,Adam Podlesh
2011,2011-10-02,4,4,28.052,CHI,CAR,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,4,157,39.25,0,,,,,,,False,True,34,29,Adam Podlesh
2011,2011-10-10,5,5,28.060,CHI,DET,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,221,44.20,0,,,,,,,True,False,13,24,Adam Podlesh
2011,2011-10-16,6,6,28.066,CHI,MIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,115,38.33,0,,,,,,,False,True,39,10,Adam Podlesh
2011,2011-10-23,7,7,28.073,CHI,TAM,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,228,38.00,0,,,,,,,True,True,24,18,Adam Podlesh
2011,2011-11-07,8,9,28.088,CHI,PHI,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,103,34.33,0,,,,,,,True,True,30,24,Adam Podlesh
2011,2011-11-13,9,10,28.094,CHI,DET,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,6,280,46.67,0,,,,,,,False,True,37,13,Adam Podlesh
2011,2011-11-20,10,11,28.101,CHI,SDG,False,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,0,0,0.0,0,0,0,,,0,,0,0,0,0,3,137,45.67,0,,,,,,,False,True,31,20,Adam Podlesh
2011,2011-11-27,11,12,28.108,CHI,OAK,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,5,225,45.00,0,,,,,,,True,False,20,25,Adam Podlesh
2011,2011-12-04,12,13,28.115,CHI,KAN,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,7,304,43.43,0,,,,,,,False,False,3,10,Adam Podlesh
2011,2011-12-11,13,14,28.122,CHI,DEN,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,11,526,47.82,0,,,,,,,True,False,10,13,Adam Podlesh
2011,2011-12-18,14,15,28.129,CHI,SEA,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0,1,0,0,0,,0,0,0,0,6,238,39.67,0,,,,,,,False,False,14,38,Adam Podlesh
2011,2011-12-25,15,16,28.136,CHI,GNB,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,2,98,49.00,0,,,,,,,True,False,21,35,Adam Podlesh
2011,2012-01-01,16,17,28.143,CHI,MIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,,0,0,0,0,7,335,47.86,0,,,,,,,True,True,17,13,Adam Podlesh
2012,2012-09-09,1,1,29.029,CHI,IND,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,208,41.60,0,0,0%,0,0%,12,36%,False,True,41,21,Adam Podlesh
2012,2012-09-13,2,2,29.033,CHI,GNB,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,281,46.83,0,0,0%,0,0%,8,30%,True,False,10,23,Adam Podlesh
2012,2012-09-23,3,3,29.043,CHI,STL,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,165,41.25,0,0,0%,0,0%,11,39%,False,True,23,6,Adam Podlesh
2012,2012-10-01,4,4,29.051,CHI,DAL,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,120,40.00,0,0,0%,0,0%,9,36%,True,True,34,18,Adam Podlesh
2012,2012-10-07,5,5,29.057,CHI,JAX,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,122,40.67,0,0,0%,0,0%,10,37%,True,True,41,3,Adam Podlesh
2012,2012-10-22,6,7,29.072,CHI,DET,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,8,324,40.50,0,0,0%,0,0%,12,44%,False,True,13,7,Adam Podlesh
2012,2012-10-28,7,8,29.078,CHI,CAR,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,179,44.75,0,0,0%,0,0%,8,29%,False,True,23,22,Adam Podlesh
2012,2012-11-04,8,9,29.085,CHI,TEN,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,3,115,38.33,0,0,0%,0,0%,13,37%,True,True,51,20,Adam Podlesh
2012,2012-11-11,9,10,29.092,CHI,HOU,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,194,38.80,0,0,0%,0,0%,8,31%,False,False,6,13,Adam Podlesh
2012,2012-11-19,10,11,29.100,CHI,SFO,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,234,46.80,0,0,0%,0,0%,7,27%,True,False,7,32,Adam Podlesh
2012,2012-11-25,11,12,29.106,CHI,MIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,4,173,43.25,0,0,0%,0,0%,10,38%,False,True,28,10,Adam Podlesh
2012,2012-12-02,12,13,29.113,CHI,SEA,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,207,41.40,0,0,0%,0,0%,8,33%,False,False,17,23,Adam Podlesh
2012,2012-12-09,13,14,29.120,CHI,MIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,225,37.50,0,0,0%,0,0%,10,40%,True,False,14,21,Adam Podlesh
2012,2012-12-16,14,15,29.127,CHI,GNB,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,239,39.83,0,0,0%,0,0%,9,32%,False,False,13,21,Adam Podlesh
2012,2012-12-23,15,16,29.134,CHI,ARI,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,9,394,43.78,0,0,0%,0,0%,14,40%,True,True,28,13,Adam Podlesh
2012,2012-12-30,16,17,29.141,CHI,DET,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,219,43.80,0,0,0%,0,0%,12,36%,True,True,26,24,Adam Podlesh
2013,2013-09-08,1,1,30.028,CHI,CIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,232,46.40,0,0,0%,0,0%,9,36%,False,True,24,21,Adam Podlesh
2013,2013-09-15,2,2,30.035,CHI,MIN,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,111,37.00,0,0,0%,0,0%,8,27%,False,True,31,30,Adam Podlesh
2013,2013-09-22,3,3,30.042,CHI,PIT,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,6,282,47.00,0,0,0%,0,0%,13,37%,True,True,40,23,Adam Podlesh
2013,2013-09-29,4,4,30.049,CHI,DET,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,5,201,40.20,0,0,0%,0,0%,9,26%,True,False,32,40,Adam Podlesh
2013,2013-10-06,5,5,30.056,CHI,NOR,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,4,181,45.25,0,0,0%,0,0%,6,22%,False,False,18,26,Adam Podlesh
2013,2013-10-10,6,6,30.060,CHI,NYG,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,110,36.67,0,0,0%,0,0%,8,33%,False,True,27,21,Adam Podlesh
2013,2013-10-20,7,7,30.070,CHI,WAS,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,3,147,49.00,0,0,0%,0,0%,11,28%,True,False,41,45,Adam Podlesh
2013,2013-11-04,8,9,30.085,CHI,GNB,False,0,0,,0,0,0,,0,0,0,,0,0,,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,5,210,42.00,1,0,0%,0,0%,11,35%,True,True,27,20,Adam Podlesh
